participant_id,source_row,category,category_label,question_id,variant_number,display_order,question_text,answer_text,Latency,Writing,Chars,video_condition
A006,18,summary,Summary,summary_v3,3,2,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,第二次世界大戦における沖縄戦での女性学生の人生,6.934,39.849,23,med
A006,19,summary,Summary,summary_v1,1,4,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,時代に左右されずに愛を優先した物語,9.103,50.43,17,control
A007,20,summary,Summary,summary_v2,2,5,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,侍という映画のプロモーション,33.903,14.436,14,short
A007,21,summary,Summary,summary_v3,3,2,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,混乱の世の中で、欲に負けて破滅していく悲劇の様。,27.422,122.482,24,med
A007,22,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,一人の女性をめぐる男たちの諍いを表現した時代劇映画。,1.843,37.853,26,control
A008,23,summary,Summary,summary_v2,2,3,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,江戸時代頃を舞台にある男が妻をも忘れ、己の欲望を追い求め突き進む物語,8.981,56.985,34,short
A008,24,summary,Summary,summary_v3,3,4,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,人が人として生きれるような世の中を作りたいという言葉が響いた,5.68,24.278,30,med
A008,25,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,戦国時代においての切腹か家族か選ぶ物語,7.808,30.39,19,control
A009,26,summary,Summary,summary_v2,2,2,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,白黒時代の映画の予告で、お父さんと娘の人情の物語,10.346,37.851,24,short
A009,27,summary,Summary,summary_v3,3,5,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,侍の意地と存亡について,6.114,18.268,11,med
A009,28,summary,Summary,summary_v2,2,5,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,白黒映画の時代の、夫婦の関係性の話,3.624,19.542,17,control
A010,29,summary,Summary,summary_v3,3,3,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,慎ましく働き詰めの妻と暮らす旦那がいたが、ある女に心惹かれてしまい、そちらに不貞行為を働くようになったことを知り自死しようとする妻。,4.925,64.781,66,short
A010,30,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,おそらく地位を守っているだけに見えている上司が、普段どんな生活をしていてどのような孤独感を抱えているかを描いている。,3.857,21.925,58,med
A010,31,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,沖縄を攻めた米軍によって戦時中になってしまい、発足したひめゆり隊の女の子たちが、その中でも幸せや恋や青春を味わいながら生き抜いていく物語,5.309,49.272,68,control
A011,32,summary,Summary,summary_v1,1,3,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,父から受け継いだ心のあり方を糧に、娘が強く生きていく物語。,6.265,33.901,29,short
A011,33,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,戦国の世を生きる男が欲望に走り、妻を裏切り別の女性や出世への身に余る理想を掲げた結果、周りを巻き込み混乱を招いていく。,9.829,119.124,59,med
A011,34,summary,Summary,summary_v3,3,5,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,強くあらんとする主人公とその周りに渦巻く陰謀、暗殺を中心に、幕末の世を描く。,16.924,87.545,38,control
A012,35,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,立場違いの二人に愛が芽生えたら、どのように障害を乗り越えるのか、乗り越えられないのか。,8.292,30.006,43,short
A012,36,summary,Summary,summary_v3,3,5,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,家族を持つ侍が悪の侍と戦う。,7.726,15.112,14,med
A012,37,summary,Summary,summary_v2,2,3,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,特に情熱もなく、与えられたポストを失わないために何もせず日々を過ごすおじさんが、情熱的に生きる人を目の前に、生きる意味を考え始めた。,6.494,60.751,66,control
A013,38,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,戦時中の余裕のなさ。,23.475,27.405,10,short
A013,39,summary,Summary,summary_v3,3,2,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,歴代戦国大名の戦のやりとり。,125.873,47.307,14,med
A013,40,summary,Summary,summary_v2,2,2,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,武士の戦い。,6.749,21.381,6,control
A015,41,summary,Summary,summary_v3,3,3,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,浪人者の生き様,6.839,15.981,7,short
A015,42,summary,Summary,summary_v2,2,3,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,命の危機に瀕している家の長が、子供に守るべき言葉を伝えつつ、家宝を託すシーン,14.31,79.169,38,med
A015,43,summary,Summary,summary_v1,1,2,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,第二次世界大戦中の沖縄において、男性のように戦った女学生たちの話,4.281,26.927,32,control
A016,44,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,女の子が親と別れてからの壮絶な人生。,22.991,24.758,18,short
A016,45,summary,Summary,summary_v1,1,4,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,戦争と青春。,26.667,5.204,6,med
A016,46,summary,Summary,summary_v3,3,5,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,自分の人生を生きるべき,26.412,76.96,11,control
A018,47,summary,Summary,summary_v1,1,4,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,家のために、妻に大奥に戻ることを打診した旦那が苦悩しつつも、侍として生きていく物語。,10.599,43.154,42,short
A018,48,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,女性主人公が旦那の浮気等周囲の人々に翻弄される物語。,11.585,42.631,26,med
A018,49,summary,Summary,summary_v3,3,2,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,切腹の場面だと思ったら急に周りの侍に斬りかかった。,5.787,29.333,25,control
A019,50,summary,Summary,summary_v3,3,4,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,幻の信玄と織田、徳川軍の戦い,9.797,20.525,14,short
A019,51,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,主人公が侍として自分の信念を貫く物語,5.334,25.332,18,med
A019,52,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,愛しているがゆえにかみ合わない男女2人の物語,6.514,46.471,22,control
A020,53,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,他人には哀れみの心を失うでないという亡き父からの教えを成長してからも強く信じている。,8.2,27.436,42,short
A020,54,summary,Summary,summary_v3,3,4,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,何もしないことで、波風が立たず、変に誰かの目に留まることもなく、平穏にいられる、と考えるようになった人間の日常風景,41.424,64.365,57,med
A020,55,summary,Summary,summary_v2,2,5,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,主人公は要求された切腹を突っぱね、乱戦に持ち込んだ後、何度かの殺陣に巻き込まれた。,7.599,56.394,41,control
A021,56,summary,Summary,summary_v2,2,5,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,将軍と思しき男性が少女に残した言葉が繰り返され、様々な人物の回想が映し出される。,18.658,141.96,40,short
A021,57,summary,Summary,summary_v3,3,3,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,女性の美しさや妖しさに魅了された男性の周りで悲劇的なことが起こる。,6.29,66.358,33,med
A021,58,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,生きる話,6.424,9.959,4,control
A022,59,summary,Summary,summary_v3,3,2,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,正直あまり意味が理解できない部分が多かったが、侍としての考え方や生き様の違いがあって、戦いが発生した。,20.192,86.478,51,short
A022,60,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,沖縄にいる若い女学生たちが、戦争によって次々と襲う沢山の死と向き合いながら、どのような人生を過ごしていたのかという物語。,6.659,77.981,60,med
A022,61,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,亡くなった武田信玄の代わりに影武者が立ち回っていることを知る人が殆どいない中で、武田信玄の味方や、周囲の武将たちがどのような思惑でどう立ち回ったのかを追う。,5.759,187.664,78,control
A023,62,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,戦時中の生活や身に降りかかったことを若い女性目線でフィクションもおそらく混ぜて描かれたもの。,6.62,89.962,46,short
A023,63,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,武士の生き様の一部,7.229,31.127,9,med
A023,64,summary,Summary,summary_v3,3,5,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,生きていく中で出会いや別れ、人との絆、生きるとはどういうことかを問う内容。,44.672,79.488,37,control
A024,65,summary,Summary,summary_v3,3,5,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,一国の主人である主人公が娘に対して、慈悲深さや情けの重要性を伝えている場面で、国を追う責任の中でも周りの人を裏切らず大事にしなさいというメッセージが感じられた。,12.52,75.479,80,short
A024,66,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,何もせず地位を守るためだけに生きる主人公を通じ、生きていく上で何が本当に重要なのかを考えさせてくれる物語。,3.903,26.895,53,med
A024,67,summary,Summary,summary_v2,2,3,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,封建制度のあった時代の日本において、命をかけた武士の決闘が始まる。,8.997,41.968,33,control
A025,68,summary,Summary,summary_v3,3,2,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,女に惑わされた旦那を持つ妻の復讐,5.053,48.726,16,short
A025,69,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,戦国時代の一人の男の話,4.808,8.509,11,med
A025,70,summary,Summary,summary_v1,1,3,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,幕末時代の男の生き方,5.444,13.204,10,control
A027,71,summary,Summary,summary_v3,3,3,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,平安時代のような時代で、何らかの事情で家を離れなければならない父が娘に慈悲の心の大切さを教えている。,2.594,42.775,50,short
A027,72,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,明治時代のような時代で、生きる気力のなさそうな男がそれでも生きている話,2.968,36.656,35,med
A027,73,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,戦国時代の中で起きた男女のもつれや厳しい生活の中での葛藤を描いている。,3.666,53.007,35,control
A028,74,summary,Summary,summary_v2,2,2,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,父親が幼い息子に、永久の別れを前におのれの信条を伝え、それがその息子の成長に大きく影響したことを暗示していた。,3.729,72.181,55,short
A028,75,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,分不相応な女に狂わされた男が、おのれを見誤りすべてを失う物語。,3.72,28.632,31,med
A028,76,summary,Summary,summary_v3,3,5,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,武田信玄が亡くなったことにより影武者が立てられ、それが天下統一に向けて蠢く大名たちへ進退の決断を迫った。,2.826,44.199,52,control
A029,77,summary,Summary,summary_v3,3,5,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,強がりの武田を織田と徳川で共闘する。,10.184,40.696,18,short
A029,78,summary,Summary,summary_v3,3,2,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,武田信玄をみんなが攻めている。,13.887,24.303,15,control
A029,79,summary,Summary,summary_v2,2,5,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,幸せは自分で作るもの,7.685,26.875,10,med
